topology,algo,run,phase,switch,init_assigned_controller,assigned_controller,is_migrated,init_path,final_path,init_solver_prop_ms,init_solver_total_rt_ms,init_real_queue_ms,init_switch_load,init_scaled_switch_load,solver_prop_ms,solver_queue_ms,solver_total_rt_ms,real_queue_ms,delta_rt_if_migrated,cc_transfer_ms,steiner_ms,load_scale_alpha,scaled_switch_load,alpha,beta,link_sens,k_paths,load_sens,controller_sens
CrlNetworkServices,SM,0,B3,3,3,3,0,3,3,0.0,33.936994,0.0,221,221,0.0,3.136763,30.815934,3.136763,0.0,0.0,0.0,0,221,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,0,B3,4,4,4,0,4,4,0.0,inf,0.0,209,209,0.0,7.173601,34.852773,7.173601,0.0,0.0,0.0,0,209,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,0,B3,5,5,5,0,5,5,0.0,inf,0.0,189,189,0.0,6.6313,34.310471,6.6313,0.0,0.0,0.0,0,189,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,0,B3,6,6,6,0,6,6,0.0,inf,0.0,185,185,0.0,4.766444,32.445616,4.766444,0.0,0.0,0.0,0,185,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,0,B3,7,7,7,0,7,7,0.0,inf,0.0,213,213,0.0,7.70416,35.383332,7.70416,0.0,0.0,0.0,0,213.0,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,0,B3,8,7,1,1,8->7,8->7->2->1,2.927897,inf,0.0,168,168,17.689035,4.314064,49.682271,4.314064,0.0,0.0,0.0,0,168,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,0,B3,9,7,7,0,9->7,9->7,11.613081,inf,0.0,152,152,11.613081,7.70416,46.996413,7.70416,0.0,0.0,0.0,0,152,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,0,B3,10,7,7,0,10->9->7,10->9->7,17.334046,inf,0.0,165,165,17.334046,7.70416,52.717378,7.70416,0.0,0.0,0.0,0,165,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,0,B3,11,7,7,0,11->14->7,11->14->7,12.697715,inf,0.0,162,162,12.697715,7.70416,48.081047,7.70416,0.0,0.0,0.0,0,162,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,0,B3,12,7,2,1,12->11->14->7,12->11->14->7->2,21.637615,inf,0.0,155,155,31.085912,inf,inf,inf,0.0,0.0,0.0,0,155,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,0,B3,13,6,2,1,13->9->7->6,13->9->7->2,21.92336,inf,0.0,217,217,27.752451,inf,inf,inf,0.0,0.0,0.0,0,217,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,0,B3,14,7,7,0,14->7,14->7,8.816157,inf,0.0,163,163,8.816157,7.70416,44.199489,7.70416,0.0,0.0,0.0,0,163,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,0,B3,15,6,1,1,15->19->10->9->7->6,15->22->21->20->14->7->2->1,27.763235,inf,0.0,175,175,34.910887,4.314064,66.904122,4.314064,0.0,0.0,0.0,0,175,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,0,B3,16,6,6,0,16->17->18->19->10->9->7->6,16->17->18->19->10->9->7->6,28.012873,inf,0.0,197,197,28.012873,4.766444,60.458489,4.766444,0.0,0.0,0.0,0,197,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,0,B3,17,6,6,0,17->18->19->10->9->7->6,17->18->19->10->9->7->6,26.715269,inf,0.0,203,203,26.715269,4.766444,59.160885,4.766444,0.0,0.0,0.0,0,203,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,0,B3,18,6,6,0,18->19->10->9->7->6,18->19->10->9->7->6,25.270715,inf,0.0,190,190,25.270715,4.766444,57.71633,4.766444,0.0,0.0,0.0,0,190,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,0,B3,19,5,5,0,19->10->9->7->8->5,19->10->9->7->8->5,25.190308,inf,0.0,176,176,25.190308,6.6313,59.500779,6.6313,0.0,0.0,0.0,0,176,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,0,B3,20,5,5,0,20->14->7->8->5,20->14->7->8->5,17.110572,inf,0.0,147,147,17.110572,6.6313,51.421043,6.6313,0.0,0.0,0.0,0,147.0,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,0,B3,21,5,5,0,21->20->14->7->8->5,21->20->14->7->8->5,20.956698,inf,0.0,170,170,20.956698,6.6313,55.267169,6.6313,0.0,0.0,0.0,0,170.0,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,0,B3,22,5,5,0,22->21->20->14->7->8->5,22->21->20->14->7->8->5,22.408833,inf,0.0,152,152,22.408833,6.6313,56.719304,6.6313,0.0,0.0,0.0,0,152,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,0,B3,23,5,2,1,23->22->21->20->14->7->8->5,23->22->21->20->14->7->2,31.27586,inf,0.0,191,191,36.61332,inf,inf,inf,0.0,0.0,0.0,0,191,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,0,B3,24,5,1,1,24->33->32->28->27->26->20->14->7->8->5,24->25->3->4->1,56.720916,inf,0.0,206,206,11.551898,4.314064,43.545133,4.314064,0.0,0.0,0.0,0,206,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,0,B3,25,4,4,0,25->3->4,25->3->4,1.816433,inf,0.0,162,162,1.816433,7.173601,36.669206,7.173601,0.0,0.0,0.0,0,162,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,0,B3,26,4,4,0,26->20->14->7->2->1->4,26->27->28->32->33->24->25->3->4,60.534702,inf,0.0,135,135,18.388414,7.173601,53.241186,7.173601,0.0,0.0,0.0,0,135,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,0,B3,27,4,4,0,27->28->32->33->24->25->3->4,27->28->32->33->24->25->3->4,16.058189,inf,0.0,133,133,16.058189,7.173601,50.910962,7.173601,0.0,0.0,0.0,0,133,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,0,B3,28,4,4,0,28->32->33->24->25->3->4,28->32->33->24->25->3->4,8.190841,inf,0.0,208,208,8.190841,7.173601,43.043613,7.173601,0.0,0.0,0.0,0,208,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,0,B3,29,4,2,1,29->28->32->33->24->25->3->4,29->28->32->33->24->25->3->4->1->2,9.266402,inf,0.0,228,228,19.393884,inf,inf,inf,0.0,0.0,0.0,0,228,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,0,B3,30,3,3,0,30->29->28->32->33->24->25->3,30->29->28->32->33->24->25->3,8.552987,42.48998,0.0,173,173,8.552987,3.136763,39.368921,3.136763,0.0,0.0,0.0,0,173,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,0,B3,31,3,2,1,31->33->24->25->3,31->33->24->25->3->4->1->2,48.866149,82.803143,0.0,159,159,60.422109,inf,inf,inf,inf,0.0,0.0,0,159,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,0,B3,32,3,3,0,32->33->24->25->3,32->33->24->25->3,6.219754,40.156747,0.0,172,172,6.219754,3.136763,37.035688,3.136763,0.0,0.0,0.0,0,172,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,0,B3,33,3,3,0,33->24->25->3,33->24->25->3,5.978415,39.915409,0.0,184,184,5.978415,3.136763,36.79435,3.136763,0.0,0.0,0.0,0,184,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,1,B1,1,1,1,0,1,,0.0,28.857305,0.0,172,172,0.0,1.418842,29.098014,1.418842,0.0,0.0,0.0,0,172.0,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,1,B1,2,2,2,0,2,,0.0,29.041198,0.0,221,221,0.0,4.520796,32.199967,4.520796,0.0,0.0,0.0,0,221.0,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,1,B1,3,3,3,0,3,,0.0,32.802122,0.0,124,124,0.0,27.624309,55.303481,27.624309,0.0,0.0,0.0,0,124,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,1,B1,4,4,4,0,4,,0.0,inf,0.0,178,178,0.0,15.673981,43.353153,15.673981,0.0,0.0,0.0,0,178,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,1,B1,5,5,5,0,5,,0.0,inf,0.0,153,153,0.0,263.157895,290.837066,263.157895,0.0,0.0,0.0,0,153,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,1,B1,6,6,6,0,6,,0.0,inf,0.0,232,232,0.0,81.967213,109.646385,81.967213,0.0,0.0,0.0,0,232,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,1,B1,7,7,7,0,7,,0.0,inf,0.0,145,145,0.0,5000.0,5027.679172,5000.0,0.0,0.0,0.0,0,145.0,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,1,B1,8,7,2,1,8->7,,2.927897,inf,0.0,176,176,12.376193,4.520796,44.576161,4.520796,0.0,0.0,0.0,0,176,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,1,B1,9,7,7,0,9->7,,11.613081,inf,0.0,158,158,11.613081,5000.0,5039.292252,5000.0,0.0,0.0,0.0,0,158,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,1,B1,10,7,7,0,10->9->7,,17.334046,inf,0.0,182,182,17.334046,5000.0,5045.013218,5000.0,0.0,0.0,0.0,0,182,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,1,B1,11,7,7,0,11->14->7,,12.697715,inf,0.0,188,188,12.697715,5000.0,5040.376887,5000.0,0.0,0.0,0.0,0,188,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,1,B1,12,7,2,1,12->11->14->7,,21.637615,inf,0.0,166,166,31.085912,4.520796,63.285879,4.520796,0.0,0.0,0.0,0,166,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,1,B1,13,7,7,0,13->9->7,,18.304154,inf,0.0,146,146,18.304154,5000.0,5045.983326,5000.0,0.0,0.0,0.0,0,146,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,1,B1,14,6,6,0,14->7->6,,12.435363,inf,0.0,130,130,12.435363,81.967213,122.081748,81.967213,0.0,0.0,0.0,0,130,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,1,B1,15,6,2,1,15->19->10->9->7->6,,27.763235,inf,0.0,171,171,29.598045,4.520796,61.798012,4.520796,0.0,0.0,0.0,0,171,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,1,B1,16,6,6,0,16->17->18->19->10->9->7->6,,28.012873,inf,0.0,179,179,28.012873,81.967213,137.659258,81.967213,0.0,0.0,0.0,0,179,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,1,B1,17,6,6,0,17->18->19->10->9->7->6,,26.715269,inf,0.0,196,196,26.715269,81.967213,136.361654,81.967213,0.0,0.0,0.0,0,196,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,1,B1,18,6,6,0,18->19->10->9->7->6,,25.270715,inf,0.0,206,206,25.270715,81.967213,134.917099,81.967213,0.0,0.0,0.0,0,206,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,1,B1,19,5,7,1,19->10->9->7->8->5,,25.190308,inf,0.0,136,136,21.079471,5000.0,5048.758642,5000.0,0.0,0.0,0.0,0,136,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,1,B1,20,5,5,0,20->14->7->8->5,,17.110572,inf,0.0,90,90,17.110572,263.157895,307.947638,263.157895,0.0,0.0,0.0,0,90.0,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,1,B1,21,5,5,0,21->20->14->7->8->5,,20.956698,inf,0.0,198,198,20.956698,263.157895,311.793764,263.157895,0.0,0.0,0.0,0,198.0,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,1,B1,22,5,5,0,22->21->20->14->7->8->5,,22.408833,inf,0.0,153,153,22.408833,263.157895,313.245899,263.157895,0.0,0.0,0.0,0,153,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,1,B1,23,5,5,0,23->22->21->20->14->7->8->5,,31.27586,inf,0.0,171,171,31.27586,263.157895,322.112927,263.157895,0.0,0.0,0.0,0,171,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,1,B1,24,5,5,0,24->25->3->4->1->2->7->8->5,,30.423873,inf,0.0,188,188,30.423873,263.157895,321.260939,263.157895,0.0,0.0,0.0,0,188,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,1,B1,25,4,3,1,25->3->4,,1.816433,inf,0.0,159,159,0.387956,27.624309,55.691437,27.624309,0.0,0.0,0.0,0,159,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,1,B1,26,4,4,0,26->27->28->32->33->24->25->3->4,,18.388414,inf,0.0,194,194,18.388414,15.673981,61.741566,15.673981,0.0,0.0,0.0,0,194,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,1,B1,27,4,4,0,27->28->32->33->24->25->3->4,,16.058189,inf,0.0,224,224,16.058189,15.673981,59.411342,15.673981,0.0,0.0,0.0,0,224,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,1,B1,28,4,4,0,28->32->33->24->25->3->4,,8.190841,inf,0.0,185,185,8.190841,15.673981,51.543994,15.673981,0.0,0.0,0.0,0,185,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,1,B1,29,4,4,0,29->28->32->33->24->25->3->4,,9.266402,inf,0.0,176,176,9.266402,15.673981,52.619554,15.673981,0.0,0.0,0.0,0,176,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,1,B1,30,3,3,0,30->29->28->32->33->24->25->3,,8.552987,41.355109,0.0,250,250,8.552987,27.624309,63.856468,27.624309,0.0,0.0,0.0,0,250,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,1,B1,31,3,3,0,31->33->24->25->3,,48.866149,81.668271,0.0,207,207,48.866149,27.624309,104.16963,27.624309,0.0,0.0,0.0,0,207,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,1,B1,32,3,3,0,32->33->24->25->3,,6.219754,39.021876,0.0,179,179,6.219754,27.624309,61.523235,27.624309,0.0,0.0,0.0,0,179,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,1,B1,33,4,1,1,33->24->25->3->4,,7.406893,inf,0.0,144,144,12.221533,1.418842,41.319547,1.418842,0.0,0.0,0.0,0,144,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,1,B3,1,1,1,0,1,1,0.0,28.857305,0.0,172,172,0.0,18.248175,45.927347,18.248175,0.0,0.0,0.0,0,172.0,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,1,B3,2,2,2,0,2,2,0.0,29.041198,0.0,221,221,0.0,6.934813,34.613984,6.934813,0.0,0.0,0.0,0,221.0,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,1,B3,3,3,3,0,3,3,0.0,32.802122,0.0,124,124,0.0,5.122951,32.802122,5.122951,0.0,0.0,0.0,0,124,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,1,B3,4,4,4,0,4,4,0.0,inf,0.0,178,178,0.0,5.592841,33.272013,5.592841,0.0,0.0,0.0,0,178,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,1,B3,5,5,5,0,5,5,0.0,inf,0.0,153,153,0.0,6.418485,34.097657,6.418485,0.0,0.0,0.0,0,153,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,1,B3,6,6,6,0,6,6,0.0,inf,0.0,232,232,0.0,5.643341,33.322512,5.643341,0.0,0.0,0.0,0,232,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,1,B3,7,7,7,0,7,7,0.0,inf,0.0,145,145,0.0,7.342144,35.021315,7.342144,0.0,0.0,0.0,0,145.0,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,1,B3,8,7,2,1,8->7,8->7->2,2.927897,inf,0.0,176,176,12.376193,6.934813,46.990178,6.934813,0.0,0.0,0.0,0,176,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,1,B3,9,7,7,0,9->7,9->7,11.613081,inf,0.0,158,158,11.613081,7.342144,46.634396,7.342144,0.0,0.0,0.0,0,158,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,1,B3,10,7,7,0,10->9->7,10->9->7,17.334046,inf,0.0,182,182,17.334046,7.342144,52.355362,7.342144,0.0,0.0,0.0,0,182,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,1,B3,11,7,7,0,11->14->7,11->14->7,12.697715,inf,0.0,188,188,12.697715,7.342144,47.719031,7.342144,0.0,0.0,0.0,0,188,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,1,B3,12,7,1,1,12->11->14->7,12->33->24->25->3->4->1,21.637615,inf,0.0,166,166,27.507225,18.248175,73.434572,18.248175,0.0,0.0,0.0,0,166,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,1,B3,13,7,7,0,13->9->7,13->9->7,18.304154,inf,0.0,146,146,18.304154,7.342144,53.32547,7.342144,0.0,0.0,0.0,0,146,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,1,B3,14,6,2,1,14->7->6,14->7->2,12.435363,inf,0.0,130,130,18.264454,6.934813,52.878439,6.934813,0.0,0.0,0.0,0,130,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,1,B3,15,6,6,0,15->19->10->9->7->6,15->22->21->20->14->7->6,27.763235,inf,0.0,171,171,23.768954,5.643341,57.091466,5.643341,0.0,0.0,0.0,0,171,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,1,B3,16,6,6,0,16->17->18->19->10->9->7->6,16->17->18->19->10->9->7->6,28.012873,inf,0.0,179,179,28.012873,5.643341,61.335386,5.643341,0.0,0.0,0.0,0,179,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,1,B3,17,6,6,0,17->18->19->10->9->7->6,17->18->19->10->9->7->6,26.715269,inf,0.0,196,196,26.715269,5.643341,60.037782,5.643341,0.0,0.0,0.0,0,196,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,1,B3,18,6,1,1,18->19->10->9->7->6,18->19->10->9->7->2->1,25.270715,inf,0.0,206,206,36.412648,18.248175,82.339994,18.248175,0.0,0.0,0.0,0,206,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,1,B3,19,5,5,0,19->10->9->7->8->5,19->10->9->7->8->5,25.190308,inf,0.0,136,136,25.190308,6.418485,59.287964,6.418485,0.0,0.0,0.0,0,136,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,SM,1,B3,20,5,2,1,20->14->7->8->5,20->14->7->2,17.110572,inf,0.0,90,90,22.448032,6.934813,57.062016,6.934813,0.0,0.0,0.0,0,90.0,0.5,0.5,0.0,5,0.0,0.0
