topology,run,phase,algo,u,v,cap_uniform,cap_before_stress,cap_after_stress,usage_routed,util_routed,usage_shortest_init,usage_routed_init,util_shortest_init,util_routed_init,violated,num_switches,switches,paths,ebc,is_stressed,stress_threshold,cap_change_pct,alpha,beta,link_sens,k_paths,load_sens,controller_sens
CrlNetworkServices,0,SM,B1,21,22,100600.0,110482.83,110482.83,66304.0,0.6001,66304.0,43904.0,0.6001,0.3974,0,3,"(23, 5)|(15, 6)|(22, 5)","(15, 6):15->22->21->20->14->7->6 || (22, 5):22->21->20->14->7->8->5 || (23, 5):23->22->21->20->14->7->8->5",0.261364,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,0,SM,B1,22,23,100600.0,46822.043,46822.043,24448.0,0.5221,24448.0,24448.0,0.5221,0.5221,0,1,"(23, 5)","(23, 5):23->22->21->20->14->7->8->5",0.045455,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,0,SM,B1,24,25,100600.0,219586.596,219586.596,204544.0,0.9315,204544.0,160896.0,0.9315,0.7327,0,9,"(29, 4)|(32, 3)|(27, 4)|(33, 3)|(30, 3)|(31, 3)|(26, 3)|(24, 2)|(28, 4)","(24, 2):24->25->3->4->1->2 || (26, 3):26->27->28->32->33->24->25->3 || (27, 4):27->28->32->33->24->25->3->4 || (28, 4):28->32->33->24->25->3->4 || (29, 4):29->28->32->33->24->25->3->4 || (30, 3):30->29->28->32->33->24->25->3 || (31, 3):31->33->24->25->3 || (32, 3):32->33->24->25->3 || (33, 3):33->24->25->3",0.210227,1,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,0,SM,B1,24,33,100600.0,199826.964,199826.964,178176.0,0.8917,178176.0,187264.0,0.8917,0.9371,0,8,"(29, 4)|(27, 4)|(33, 3)|(30, 3)|(31, 3)|(26, 3)|(32, 3)|(28, 4)","(26, 3):26->27->28->32->33->24->25->3 || (27, 4):27->28->32->33->24->25->3->4 || (28, 4):28->32->33->24->25->3->4 || (29, 4):29->28->32->33->24->25->3->4 || (30, 3):30->29->28->32->33->24->25->3 || (31, 3):31->33->24->25->3 || (32, 3):32->33->24->25->3 || (33, 3):33->24->25->3",0.225379,1,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,0,SM,B1,26,27,100600.0,40963.241,40963.241,17280.0,0.4218,17280.0,26368.0,0.4218,0.6437,0,1,"(26, 3)","(26, 3):26->27->28->32->33->24->25->3",0.056818,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,0,SM,B1,27,28,100600.0,71749.687,71749.687,34304.0,0.4781,34304.0,43392.0,0.4781,0.6048,0,2,"(27, 4)|(26, 3)","(26, 3):26->27->28->32->33->24->25->3 || (27, 4):27->28->32->33->24->25->3->4",0.07197,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,0,SM,B1,28,29,100600.0,67016.069,67016.069,51328.0,0.7659,51328.0,51328.0,0.7659,0.7659,0,2,"(29, 4)|(30, 3)","(29, 4):29->28->32->33->24->25->3->4 || (30, 3):30->29->28->32->33->24->25->3",0.113636,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,0,SM,B1,28,32,100600.0,147953.766,147953.766,112256.0,0.7587,112256.0,121344.0,0.7587,0.8201,0,5,"(29, 4)|(27, 4)|(30, 3)|(26, 3)|(28, 4)","(26, 3):26->27->28->32->33->24->25->3 || (27, 4):27->28->32->33->24->25->3->4 || (28, 4):28->32->33->24->25->3->4 || (29, 4):29->28->32->33->24->25->3->4 || (30, 3):30->29->28->32->33->24->25->3",0.215909,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,0,SM,B1,29,30,100600.0,47222.2,47222.2,22144.0,0.4689,22144.0,22144.0,0.4689,0.4689,0,1,"(30, 3)","(30, 3):30->29->28->32->33->24->25->3",0.060606,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,0,SM,B1,30,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,0,SM,B1,31,33,100600.0,29915.68,29915.68,20352.0,0.6803,20352.0,20352.0,0.6803,0.6803,0,1,"(31, 3)","(31, 3):31->33->24->25->3",0.056818,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
CrlNetworkServices,0,SM,B1,32,33,100600.0,276980.231,276980.231,134272.0,0.4848,134272.0,143360.0,0.4848,0.5176,0,6,"(29, 4)|(27, 4)|(30, 3)|(26, 3)|(32, 3)|(28, 4)","(26, 3):26->27->28->32->33->24->25->3 || (27, 4):27->28->32->33->24->25->3->4 || (28, 4):28->32->33->24->25->3->4 || (29, 4):29->28->32->33->24->25->3->4 || (30, 3):30->29->28->32->33->24->25->3 || (32, 3):32->33->24->25->3",0.257576,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
